,true_labels,predicted_labels
86032,25,25
67108,17,17
7878,17,17
11535,8,8
87279,17,17
8063,17,17
108958,17,17
35834,17,17
81639,8,17
106048,18,18
73113,27,27
120803,18,18
91001,20,20
81600,8,8
38040,8,17
4604,15,15
108153,16,16
121919,15,15
68330,6,6
96641,12,12
16183,17,17
6924,2,2
54286,1,1
68074,24,24
27811,17,17
65655,17,17
3690,17,17
77829,4,4
98255,12,12
13656,17,17
108600,12,12
107523,17,17
103380,18,18
60597,17,17
24141,17,17
15245,11,11
77133,8,8
43818,16,16
58834,8,8
108123,10,10
39747,17,17
118468,9,9
64083,17,17
79179,17,17
74151,11,11
50487,17,17
27480,17,17
7794,17,17
101879,0,0
89249,17,17
113680,17,17
73536,10,10
43867,17,17
57903,22,22
47166,17,17
22946,17,17
22006,17,17
42093,11,11
123545,16,16
1108,17,17
79075,25,25
50136,21,21
7108,20,20
90334,6,17
115380,30,30
29163,25,25
18490,17,17
13038,17,17
26217,17,17
37398,15,15
106050,5,5
73941,27,17
95100,3,3
15337,17,17
21486,2,2
54108,12,12
161,2,2
32452,22,22
31873,5,5
10026,28,28
67634,17,16
89556,15,15
80595,18,18
77663,2,2
80592,8,8
29368,17,17
31988,17,17
99179,9,9
83410,25,30
10489,17,17
62198,10,10
20677,17,17
77873,17,17
76578,18,18
6362,18,18
24803,17,17
17240,18,18
117293,28,28
6313,8,8
100954,17,17
59419,25,17
90708,0,0
61641,8,8
56877,3,3
115694,12,12
37114,2,2
60762,19,19
40749,27,27
89383,17,30
83664,17,17
115063,17,17
54179,1,18
14827,17,17
71489,1,1
12435,17,17
83862,15,15
72612,24,24
23025,28,17
88103,5,5
20796,28,28
75372,18,18
55335,8,8
56013,18,18
81142,17,17
85911,22,22
94070,0,0
12172,17,17
39831,17,17
64728,8,8
6219,21,21
54311,25,25
32993,16,16
56870,17,17
30843,23,23
26031,12,12
47706,17,17
111412,21,21
87890,17,17
33191,12,12
6666,8,8
45398,21,21
45882,17,17
57833,8,8
32159,8,8
86729,16,16
81284,27,27
98464,13,21
73639,17,17
53779,12,12
70630,28,28
115863,3,3
37754,24,24
45736,17,17
58300,11,11
96415,22,22
102041,13,13
3635,8,8
117198,30,30
69303,22,22
113576,3,3
25716,29,29
52144,17,17
84702,18,18
2579,17,17
124298,17,17
119399,3,3
110722,3,17
23028,29,29
40367,24,24
26717,17,17
32188,27,8
66316,25,25
35551,22,22
65686,12,12
26840,18,18
93774,8,8
118326,21,21
121838,21,21
117924,17,17
59578,17,17
55281,17,17
16606,12,12
48986,5,5
6322,17,17
89842,4,4
80177,17,17
67461,17,17
48684,17,17
49758,8,8
65009,4,4
34192,8,8
49074,17,17
39557,26,26
44668,17,17
52803,19,19
27988,16,16
9985,17,17
60680,17,17
32339,5,5
87223,17,17
62330,25,25
60446,24,24
91927,13,12
9774,20,20
33751,25,25
75958,12,17
120415,27,27
26459,15,17
23643,29,29
103635,16,16
86977,28,28
44709,27,27
53519,17,17
117163,12,12
40444,16,16
79645,8,8
83612,5,5
116002,20,20
56841,18,18
75636,5,5
12400,17,17
111716,18,18
67408,17,17
1463,17,17
85142,5,5
54474,10,10
57809,3,3
87355,3,3
5671,17,17
81817,27,27
9624,17,17
4988,14,14
32631,15,15
124631,4,4
32198,8,8
67705,17,17
36482,17,17
32633,8,8
23044,29,25
1441,8,8
34180,17,17
31997,8,8
75258,21,21
83478,18,18
76258,3,3
34491,22,22
20356,8,8
28881,8,8
43157,5,5
23632,17,17
93702,28,28
110705,28,28
16969,22,22
98362,12,28
49644,17,17
97598,5,17
107199,3,3
92865,9,9
29926,22,22
58181,25,25
36242,17,17
74480,17,17
85912,8,8
102090,17,17
91838,16,16
80498,12,6
32444,17,17
20902,13,13
71816,8,8
3587,2,2
62152,17,17
48399,11,11
87162,8,8
79592,17,17
2731,5,5
4230,28,19
71768,17,17
117529,11,11
124503,15,15
97089,30,30
99967,23,23
79585,27,27
108648,12,12
97826,3,17
96542,4,4
52548,18,18
62838,13,13
32809,17,17
46631,12,12
55226,6,6
39085,13,13
29298,1,1
19716,17,17
85788,1,1
91711,17,17
16443,17,17
110509,23,23
107862,30,30
55539,11,11
119540,17,17
28326,17,17
13361,8,8
41491,17,17
6702,8,8
101905,13,13
70329,8,8
121748,28,28
68016,9,9
90792,17,17
1714,2,2
92151,17,2
43711,23,23
97433,18,18
99314,18,18
108013,28,28
75492,17,17
5467,17,17
104080,17,17
36508,17,17
123265,21,21
122287,0,0
74751,25,25
37042,17,17
15304,7,7
46735,17,17
101961,28,12
123442,12,12
42295,17,17
119850,11,11
81020,17,17
101417,17,17
6093,3,3
25889,2,4
1343,13,3
44468,1,1
82700,24,24
95857,19,19
25997,28,28
82261,2,2
11733,5,5
84410,17,17
98168,26,26
61298,14,14
110720,0,22
118582,17,17
13577,17,17
2547,17,17
88729,6,6
110869,23,23
16949,12,12
78457,17,17
48976,28,6
52517,17,17
63341,24,24
114315,20,20
49721,28,28
28097,17,17
78241,8,8
26443,12,12
113298,0,0
33648,17,17
45709,17,17
23692,17,17
78866,12,12
25643,2,16
61796,17,17
20993,14,8
84569,8,8
52631,2,2
37779,8,8
101626,28,28
75685,17,17
87661,13,12
108898,11,11
100935,19,19
17018,7,7
26621,25,25
10405,17,17
104287,8,8
24676,17,17
92061,19,19
47450,6,6
31326,14,14
68782,3,3
90953,11,17
26694,2,2
83603,27,27
68443,1,1
60292,12,12
80008,10,10
47464,5,5
94050,16,16
67014,4,4
89130,5,5
76880,5,5
71182,15,15
8229,17,17
92820,19,19
86015,5,5
31451,5,5
43986,12,17
105298,13,13
101355,12,12
24893,26,26
1143,2,2
46198,17,17
62616,6,6
42764,25,25
116793,8,8
42856,5,5
107167,17,17
18588,23,23
100682,9,22
71671,17,17
85710,12,12
79147,17,17
27750,8,8
32475,17,17
85949,17,17
56054,17,17
34991,8,8
81528,18,18
64528,8,8
3517,8,8
85660,2,2
97667,16,16
55410,14,14
3299,17,17
69488,17,17
78390,27,27
63481,2,2
31768,25,25
73587,27,27
91974,3,3
41937,17,17
122408,21,21
9235,28,28
43144,17,17
115070,4,4
39106,16,8
10218,17,17
28286,28,8
70876,2,2
13563,17,17
79945,17,17
27753,17,17
50043,8,8
108160,12,12
77378,5,5
57192,2,2
78168,17,17
49413,8,8
115264,17,30
114380,23,23
43621,23,23
120209,19,19
71734,22,22
114633,26,26
37922,17,17
59933,17,17
48126,21,21
78801,12,12
67999,17,17
123499,28,28
61911,17,17
55524,17,17
110916,17,17
41570,26,26
114923,20,20
79861,8,8
28717,28,28
97271,15,15
41608,3,3
73022,28,2
44892,17,17
90756,12,12
30647,17,17
65706,16,16
71258,21,21
105321,11,11
62133,5,5
121366,12,12
102070,17,17
16210,7,7
83246,27,27
69913,11,11
47991,3,3
38376,17,17
75585,27,21
26839,7,7
56311,8,8
16391,17,23
80283,24,24
9101,22,22
43806,17,17
106795,16,16
58223,28,28
90881,6,6
113407,3,3
119647,12,12
101492,30,30
85652,8,8
66218,28,28
12584,12,12
73151,21,21
103130,8,8
11257,8,8
27971,5,17
27078,17,28
74262,16,16
112772,12,12
85393,17,17
82682,15,15
45071,27,27
18844,17,17
41068,18,18
61361,13,13
46605,1,1
12789,17,17
32565,17,17
23213,17,17
12482,8,8
62264,17,17
27850,25,19
19527,16,12
47714,17,17
120747,8,8
621,17,17
24506,17,17
6194,16,16
29753,19,19
53936,17,17
84838,6,27
40559,17,17
33674,22,22
65163,17,17
98792,15,15
121000,9,28
80216,17,4
105413,22,22
7600,17,17
17164,3,3
122008,20,20
64257,25,25
104380,5,3
105205,0,0
89717,30,30
55440,16,16
64431,6,6
112207,10,10
52570,8,8
122311,11,11
55213,17,17
22296,8,28
52015,17,17
68561,17,17
79502,8,8
49077,27,27
87485,8,8
110649,6,6
28815,13,28
78013,17,17
32722,17,17
56421,13,13
24445,13,13
13995,29,29
115732,30,30
1923,17,17
23879,17,17
80917,25,25
107382,12,12
53398,2,2
62312,17,17
86469,21,21
110791,21,21
49234,8,8
17411,11,11
89090,20,8
16305,17,17
44065,5,8
89415,18,18
34751,5,5
58379,11,11
40590,27,27
58375,17,17
31123,25,25
56789,17,17
72482,4,4
124899,8,8
109930,12,12
58109,25,25
94087,28,28
10838,28,28
110473,3,3
72376,13,17
119023,5,8
111922,12,12
94762,17,30
5134,21,21
48965,17,17
89421,4,4
31539,15,15
11643,17,3
13083,17,17
95772,12,12
67193,23,23
75482,17,17
88575,9,9
15138,15,15
8619,11,11
101801,0,0
100094,12,12
95039,4,4
124477,13,13
6046,8,8
85719,28,28
24157,1,1
119592,0,0
11791,17,17
103452,12,12
75682,17,17
112100,6,17
80424,15,15
88763,30,30
56405,8,8
17364,8,8
2129,3,3
91413,4,12
41884,5,5
98004,17,17
39962,16,16
87660,2,2
102637,2,2
62795,12,12
45914,5,5
84362,17,17
40815,27,27
83366,17,17
28674,17,17
26821,17,17
66632,17,17
41127,6,6
109699,18,18
14098,17,17
73270,20,20
109113,15,15
948,8,8
18928,29,29
19447,17,17
93999,30,30
79219,22,22
9945,17,17
97160,19,19
39668,17,17
4751,17,17
48711,25,25
112731,12,12
3319,8,8
82342,5,5
106432,30,30
37373,17,17
24775,17,17
48309,20,20
9600,6,6
13684,6,6
6578,8,8
20748,26,26
77927,2,2
99709,9,9
69250,17,17
18437,8,8
50735,3,3
4040,17,17
53376,25,25
73317,24,24
20370,8,8
96644,16,17
26566,5,5
91204,8,8
35637,18,8
45867,17,17
120088,22,22
43521,17,17
112380,2,2
28661,14,14
110347,8,8
3565,17,17
40049,17,8
68032,22,22
74685,8,8
62354,10,10
5314,8,8
94787,13,13
41797,1,8
47961,5,5
120230,12,12
35134,17,17
81247,2,2
37022,8,8
120428,12,12
29102,17,17
103690,3,3
68343,17,17
5705,18,18
73070,17,17
19775,17,17
61172,24,24
36905,8,8
67739,20,20
26882,17,17
105261,22,22
20206,17,17
52860,17,17
124975,13,13
17289,29,29
68471,17,17
8409,2,2
13804,17,17
85402,17,17
98341,11,11
35957,11,11
92709,3,3
23420,17,17
93941,12,12
116662,3,3
106446,30,12
2136,17,17
75860,8,8
70319,5,5
88032,26,26
88411,12,18
25918,17,17
112143,8,8
46513,8,8
78732,16,16
17555,17,17
32673,17,17
5145,17,17
39741,28,28
10824,17,17
11118,5,5
28938,17,17
26647,7,7
46817,17,17
24095,29,29
55834,17,17
41696,17,17
25508,29,30
61222,17,17
40040,13,13
49751,8,8
102825,30,30
31744,2,17
23355,17,17
77212,0,0
102343,5,8
19007,8,8
91591,4,4
116668,15,15
65797,8,8
67682,17,17
33671,17,17
72389,17,17
96977,9,9
99367,15,15
50367,1,1
34418,8,8
24052,17,17
117090,30,30
24035,29,29
73337,4,4
84053,19,19
16540,3,3
14044,8,8
121109,18,18
74902,17,17
65051,24,24
106123,12,12
49435,8,8
21273,8,8
36733,8,8
86930,28,28
12972,17,17
31062,10,10
73625,2,2
59374,17,17
63072,11,11
120327,11,11
112468,8,8
27469,11,11
24186,3,3
77444,12,12
33225,21,21
4287,17,17
57646,24,24
80783,17,17
105223,9,9
90326,8,8
65505,4,4
115370,26,26
100576,3,3
93638,18,18
54903,17,17
11307,2,2
79869,17,17
76565,8,8
100208,17,17
91105,12,12
9645,17,17
121463,2,2
49078,17,17
28237,17,17
63377,17,17
37360,8,8
69408,3,3
68430,3,3
36987,3,3
103249,17,17
116692,18,18
63065,23,23
39910,27,27
82808,17,17
72820,17,17
116604,27,27
60260,17,17
73139,21,21
109853,12,12
55933,5,8
35760,25,25
18664,8,8
12642,16,16
24697,17,17
120633,16,16
51669,23,23
25291,17,17
50965,17,17
72732,6,6
28017,8,8
95643,8,8
35479,8,8
54190,25,25
32184,12,17
51668,17,17
31144,17,17
93958,12,12
4058,8,8
49784,11,11
42978,17,17
5864,5,5
91946,23,23
90993,8,8
75296,5,5
27923,17,17
122954,11,11
36732,22,22
55886,25,25
69009,8,8
115448,23,23
11547,22,22
1549,17,17
57452,11,11
55288,17,17
93600,16,16
8183,6,6
88140,3,3
82498,6,6
88806,15,15
42419,8,8
97875,6,17
92654,12,12
49419,8,8
98803,17,17
119601,11,11
83223,21,21
124563,3,23
17213,17,17
25687,8,8
87348,17,17
78495,19,19
93210,21,21
101137,6,6
92572,17,17
13535,15,15
44913,16,16
68091,23,23
87664,11,11
62833,17,17
96065,17,3
23288,17,17
66595,19,19
21589,17,17
2324,17,17
111319,14,17
24348,18,18
41678,13,13
74511,28,15
85531,24,24
38530,11,11
2201,17,17
119405,0,0
100530,20,20
75102,8,8
89809,16,27
58772,16,12
12346,17,17
44061,2,2
476,8,8
58273,17,17
40625,8,8
50114,8,8
9602,17,12
56576,8,8
7340,17,17
81505,8,8
35119,25,19
96660,4,4
9900,8,8
20352,25,25
62769,19,19
77412,17,17
23971,18,18
14086,16,16
90372,12,12
120835,12,12
27021,17,17
52568,8,8
27972,17,17
56737,17,17
1764,8,8
112802,16,16
72985,27,8
12622,15,15
9842,21,21
52111,25,25
93266,17,17
43149,17,17
79007,8,8
32215,17,17
47797,17,17
112129,3,3
43907,26,26
59953,8,8
42570,26,26
13371,17,17
78360,8,8
77289,28,28
35373,25,25
33255,16,16
101410,0,0
48252,12,12
118778,27,27
101903,3,3
69186,8,8
8551,8,8
47230,19,19
86926,16,16
121143,12,12
73178,17,17
63267,25,25
12739,5,5
79081,12,12
33068,5,5
124524,12,12
12440,17,17
62611,24,24
46958,16,16
9093,17,17
76172,17,17
457,5,5
55622,12,12
22048,17,8
110341,13,13
119344,27,27
105191,5,12
30811,8,8
51608,25,25
52013,21,21
36835,18,18
25770,17,17
36100,17,17
71790,8,8
112517,30,30
116019,13,13
32134,6,6
49445,25,25
14051,28,12
23657,12,12
44152,17,17
75099,17,17
121373,20,20
120409,26,26
51680,23,23
37601,18,18
1390,29,29
79728,19,19
46395,17,17
32166,6,6
74502,19,19
44376,21,21
119659,12,12
57543,15,15
119238,19,19
81005,27,27
90931,23,23
72814,12,12
96331,6,6
74351,2,2
62436,22,22
27985,25,25
5359,21,21
57484,21,21
88334,13,13
5711,17,17
63809,24,24
94798,11,11
115086,22,22
9462,16,16
25894,13,13
18843,17,17
16426,12,12
102357,12,12
74810,14,14
17599,16,16
108335,8,8
39262,17,29
86179,12,12
122535,15,15
9548,17,17
92807,18,18
36885,17,17
42947,6,6
71084,20,20
72456,1,1
23451,17,17
34089,14,14
62967,17,17
101340,30,30
91437,8,8
112825,15,15
85440,12,12
118279,3,3
23745,29,25
87650,0,0
142,27,27
13600,17,17
101149,30,30
34251,17,17
116263,19,19
20921,18,17
9249,8,8
4608,17,17
52303,8,8
53299,17,17
23526,13,13
57488,18,18
32220,26,26
81836,15,15
85976,16,16
11124,29,29
15153,5,17
45651,17,17
117617,15,15
61605,8,8
54949,21,21
70225,4,4
33806,17,17
99049,13,12
97960,28,12
29071,1,1
46338,17,21
47527,17,17
58011,23,23
112738,12,12
101236,3,3
39421,25,25
3461,17,17
5581,2,2
122903,7,7
4738,17,17
80476,22,22
21396,8,8
97650,12,12
38070,25,25
25149,2,28
79412,17,17
21701,18,18
39227,25,25
32754,8,8
26136,22,22
70287,17,17
118742,3,3
47021,3,3
100612,4,4
44207,18,18
55838,18,18
105867,17,17
10383,17,17
55274,10,10
72675,21,21
105852,17,17
47228,16,16
42921,17,17
83972,17,17
6361,17,17
98041,2,2
84279,17,17
40773,14,14
123554,11,11
58331,10,10
120945,15,15
91247,3,3
93437,28,12
107282,12,12
11619,17,17
91175,13,13
96272,17,17
71928,17,5
94564,12,12
68221,8,8
113586,17,17
11336,17,17
82371,17,17
124626,0,0
44847,6,6
118119,2,2
13260,18,18
109755,28,28
57401,17,17
94766,26,26
96425,27,11
74653,27,27
25397,16,16
69316,15,15
15314,22,22
79328,17,17
104529,30,30
41406,23,23
40951,17,17
79221,27,27
70804,17,17
37614,17,17
2394,17,17
64101,5,5
26860,25,25
66109,20,20
115616,16,16
94175,26,26
54899,17,17
27054,17,17
24746,29,29
82377,27,27
25662,17,17
56566,18,18
55727,3,3
20097,22,22
117083,6,6
105560,18,18
41254,17,17
60082,15,15
120666,28,28
95552,3,3
94623,13,3
20260,8,8
115597,19,19
107705,8,8
43362,5,8
101758,12,12
53930,10,10
29848,8,8
34796,17,17
32473,23,23
102860,30,30
67900,22,22
124973,30,30
51075,10,10
99160,22,22
76273,15,15
17923,8,8
87684,8,8
114664,8,8
103179,22,22
71935,15,15
118202,10,22
122769,21,21
97738,12,12
124,17,17
96096,30,30
90734,22,22
17765,8,8
74909,17,17
110314,17,17
24258,19,19
104955,8,8
838,17,17
15894,8,8
90977,5,18
79929,17,17
107700,12,12
74411,17,17
18342,18,18
116550,17,17
119408,30,30
10670,17,17
60095,22,22
88604,8,8
119809,17,17
25014,1,1
64563,6,6
77804,25,25
101319,3,3
117326,15,15
3807,17,17
79296,17,17
30274,8,8
62492,2,2
113681,8,8
117673,12,12
27144,6,6
94521,3,3
6491,17,17
62048,17,17
45568,17,17
2212,17,17
113337,17,17
20351,15,17
71898,17,17
11751,18,18
119732,3,3
93401,3,3
50614,8,8
11761,22,22
97026,18,18
123336,6,6
124842,3,3
117791,23,23
58842,8,8
3091,8,8
12176,17,17
92924,26,26
103562,30,17
94180,6,6
66434,28,28
102296,3,3
93021,8,8
117446,6,6
55603,6,6
1045,17,17
3434,8,8
101247,3,3
41433,17,17
70,18,18
92330,12,12
4059,21,5
42096,18,18
73828,2,23
110544,8,8
8045,17,17
19051,8,8
2362,21,21
111722,22,22
100875,3,12
2909,2,2
75913,25,25
15826,11,11
16688,8,8
59794,17,17
82958,17,17
113572,8,8
73051,10,10
27896,18,18
39525,27,27
8325,29,29
29463,12,17
51791,25,25
51611,26,26
62589,17,17
39635,17,17
19373,12,12
46018,8,8
12711,22,22
35484,18,18
97957,12,12
87484,8,8
28011,17,17
107906,18,18
51247,17,17
46320,8,8
63097,24,24
18120,18,18
21967,8,8
99130,0,0
85725,12,12
14753,14,14
25197,17,17
103574,8,8
101110,30,30
63061,17,17
39692,21,21
25297,29,19
59688,8,8
77738,12,12
107457,17,17
64743,24,24
15820,12,12
1326,24,24
23673,17,17
31078,5,5
34835,1,1
4193,27,27
52792,10,28
20602,21,21
118373,26,26
1550,17,17
11081,17,17
52325,17,17
81772,2,2
109883,17,17
10678,8,8
2764,17,17
82724,17,17
15760,16,16
109434,13,13
41889,17,17
77441,8,8
75434,23,23
5644,8,8
5223,8,8
13308,17,17
31037,2,2
85209,8,8
74419,21,21
50823,21,21
60442,17,17
37885,12,12
42358,17,17
89128,16,16
44218,17,17
30014,8,8
19243,29,29
35681,12,12
116433,17,17
15272,28,28
88376,9,9
123118,18,18
113617,0,0
70896,17,17
2797,2,2
42709,17,17
15533,29,17
21846,17,17
92891,18,18
106166,15,15
94329,16,16
93523,12,12
68704,10,10
73188,2,8
52615,25,25
84005,2,8
86165,24,17
94110,30,30
100376,21,21
124079,17,17
4162,5,5
48391,17,17
812,17,17
5794,17,17
66289,26,23
59054,8,8
94726,17,17
102027,0,0
48905,17,17
71624,24,24
96816,30,30
38957,24,24
23717,8,8
74560,16,16
73949,15,15
112864,4,4
89484,22,22
54950,17,17
14631,17,17
61974,4,4
61674,18,18
58404,25,25
74846,17,17
58464,21,21
36406,2,17
105813,18,18
45888,8,8
41322,17,17
112177,12,12
24537,28,28
106325,26,26
89752,11,11
69582,17,17
63245,17,17
76923,10,10
90946,16,16
16624,12,12
109131,16,16
24369,28,28
96645,3,3
653,17,17
57177,17,17
124877,19,19
108486,17,17
85236,21,21
44986,1,1
3288,2,2
85200,17,17
110140,13,13
76529,17,17
3010,5,5
36998,11,11
53154,11,11
28322,17,17
108837,28,28
124638,16,16
21665,17,17
71948,22,22
122939,16,16
119714,17,17
75059,17,17
70851,11,11
89015,8,8
97709,2,2
41836,17,17
21406,17,17
24593,8,8
114715,5,5
90422,22,22
8935,17,17
101534,18,18
98796,17,17
38209,1,1
30821,17,17
38617,11,11
75581,17,17
64695,12,12
41180,8,17
22256,12,12
93074,17,17
41766,17,17
59369,26,26
4801,17,17
15692,8,8
38683,17,17
95043,12,16
13243,17,17
5985,29,29
73982,6,6
110150,30,8
8119,8,8
32957,17,17
115179,17,17
122060,12,12
107913,8,8
32182,17,17
45937,11,11
13001,16,16
85475,10,10
34548,2,2
17502,12,17
90169,30,30
69679,12,12
117379,22,22
102185,17,17
107722,13,13
41162,20,20
40665,8,8
110552,13,13
58782,17,17
60884,16,16
86090,21,21
18346,3,12
12995,18,18
108044,17,17
55203,8,8
12455,29,29
61658,10,10
89621,17,17
83411,25,30
46700,25,25
25679,17,17
57070,11,11
117289,11,11
34480,16,16
94201,26,26
89797,12,2
103680,2,2
99286,18,18
28315,27,27
61099,17,4
14558,29,29
7757,27,27
20070,17,17
58682,17,17
8140,5,8
109202,17,17
122953,8,8
47730,23,23
103655,17,8
700,5,5
41276,11,11
89316,12,12
101601,12,12
118280,9,9
71355,6,6
73117,21,21
117137,15,15
112576,9,9
3533,3,3
76363,17,17
44992,25,17
99117,5,5
25207,17,17
27130,17,17
92235,0,0
8938,17,17
8710,27,27
89808,13,13
102479,30,17
121964,19,19
76792,17,17
48668,2,2
32626,12,17
122340,26,26
103075,9,9
2447,17,17
28622,17,17
21921,3,3
12533,29,29
54763,18,18
81341,2,2
47702,17,17
78263,12,12
17896,18,18
35640,17,17
39406,17,17
41092,22,22
100761,26,26
79385,2,2
70836,25,25
101483,12,12
40853,16,16
75917,12,12
36290,28,28
82265,8,17
87418,18,18
39100,26,26
108389,19,19
56530,17,17
8362,6,6
28652,1,1
82500,17,17
48682,8,8
93781,8,12
77306,18,15
124451,17,17
99249,0,0
90528,8,8
91590,13,16
116096,3,3
73716,18,18
41408,18,18
68518,17,17
78228,2,2
112823,17,17
55136,22,22
113847,15,15
78223,8,8
112554,28,28
24420,22,22
97251,30,30
96052,26,26
100928,3,3
62980,25,25
58183,25,25
105210,13,13
16069,15,15
49836,10,10
21729,11,11
33815,8,8
121086,17,17
25347,22,22
6443,17,17
48185,6,6
37513,2,2
32455,17,17
124149,26,26
39269,25,25
66579,8,8
1910,8,8
80213,24,24
23280,17,17
16670,17,17
47998,17,17
117595,15,15
39903,12,12
22558,29,29
46234,6,6
90572,22,26
114856,8,8
21805,12,12
76663,9,17
97254,28,28
106328,13,13
99365,8,8
22321,2,2
50172,26,26
102938,7,12
92283,22,22
36643,5,17
61623,1,1
58869,17,17
99428,28,28
52998,24,24
38721,8,8
30939,17,17
59774,22,22
105817,9,9
27568,12,12
87268,18,17
16370,8,8
110664,13,17
16558,5,5
45412,17,17
39853,5,5
19850,18,18
41685,17,17
109375,17,17
44822,25,25
123379,19,19
90130,8,8
33358,17,17
106622,30,30
124445,9,9
16461,17,17
51307,21,21
80509,2,2
105123,9,9
102992,8,8
91597,18,18
59307,25,25
104581,21,21
28319,12,12
77191,18,18
98609,8,8
20801,18,18
45548,17,17
109641,26,26
71277,26,26
22605,26,26
66762,21,21
3011,5,5
78333,2,2
107574,15,15
7448,8,8
103897,12,12
9508,29,29
95085,30,30
93681,17,17
50586,17,17
41173,25,25
6373,15,15
121020,8,8
48961,5,5
20944,15,15
55144,8,8
113820,22,22
77824,12,12
79107,11,22
39610,13,13
104666,13,13
8044,8,8
19310,26,26
7299,5,5
78274,17,17
2556,8,8
16200,19,19
71549,8,8
17337,8,8
71471,23,23
149,17,17
67577,17,17
114357,16,12
61499,17,17
93667,3,12
71503,26,26
94241,6,6
47828,25,25
28075,5,8
54550,23,23
101451,4,4
120522,23,23
114223,17,17
16701,17,17
8751,29,29
51296,21,21
6708,14,14
79001,16,16
91035,28,12
93353,16,16
42989,17,17
42312,12,12
118791,15,15
66152,1,1
56066,25,25
99909,30,30
34641,18,18
95328,17,17
30774,17,17
23603,17,17
116226,26,26
91443,16,16
25152,17,17
21430,17,17
74075,6,6
91091,30,30
30406,17,17
101823,12,12
16446,27,27
34786,5,5
51695,17,17
63050,8,8
14124,18,18
95255,3,3
87742,26,26
122358,16,16
118719,28,28
4189,17,17
123414,8,8
64483,10,10
17001,5,5
4773,2,6
27673,1,1
58698,25,25
70055,8,8
87967,7,7
9023,17,17
59476,2,2
71579,8,28
117694,8,8
107034,23,23
18902,18,18
113127,27,27
15947,29,29
71767,17,17
46450,30,30
76952,22,22
31622,17,17
25231,17,17
73427,26,26
92277,6,6
65203,2,2
94570,13,13
5762,21,21
91955,12,12
48034,26,26
79245,8,8
83861,5,5
79576,6,6
15054,17,17
48253,28,16
123246,12,12
39048,0,0
46645,10,17
9836,17,17
105915,13,13
13881,17,17
33589,8,8
2450,17,17
102775,28,28
73244,2,2
50926,17,17
81989,17,17
74253,24,24
10609,8,8
117905,15,15
102164,17,17
10116,5,5
54595,11,11
40208,28,28
21039,17,17
92132,12,12
2032,5,5
42976,17,17
85729,27,27
39368,3,3
117413,8,8
95572,22,22
1285,17,17
68362,14,14
41018,16,16
29979,17,17
27815,12,12
63100,12,12
690,17,17
58605,17,17
84534,5,8
15803,25,25
89423,26,26
14544,23,23
20901,29,29
811,17,17
106230,5,8
13212,17,17
39836,17,17
42014,3,17
89969,8,8
92427,5,5
76072,2,2
98209,16,16
49519,25,25
100178,28,8
8931,17,17
102034,17,17
102398,2,2
48876,30,30
105535,18,18
101830,4,17
94597,11,20
54932,5,5
67162,8,8
12325,17,17
59619,17,17
67582,17,17
8235,17,17
66855,22,22
101250,26,26
107947,23,23
120871,12,12
84662,26,26
64659,8,8
60457,16,16
70850,17,17
37629,17,17
34291,27,27
100197,17,17
97080,11,11
107787,8,8
21467,29,29
43615,17,17
101018,30,30
81796,17,17
7401,17,17
63432,12,12
19696,8,8
72429,8,8
33177,17,17
117857,17,17
94794,14,17
39228,25,25
28993,28,28
113958,3,3
41031,8,8
52316,8,8
61342,3,25
9385,17,17
61231,20,20
112905,11,11
117668,0,0
101468,28,28
122098,3,3
62621,17,17
97713,4,4
54489,9,9
88123,22,22
96594,17,17
50207,16,16
22764,1,1
42835,17,17
83949,6,6
13249,17,17
15714,18,18
10784,8,8
30114,17,17
93756,17,17
106103,19,12
107018,28,28
95218,12,12
115537,28,28
5641,17,17
61999,3,3
56445,17,17
102707,14,14
118141,17,17
93219,17,17
33425,18,18
27107,8,8
59120,1,1
85554,22,22
66869,17,17
12495,5,5
62988,8,8
19424,29,29
121778,26,26
63198,16,16
33345,8,8
14994,3,3
57568,27,27
110897,3,3
109710,8,8
123912,8,8
17074,8,8
93578,3,12
88811,26,26
61487,17,17
40423,6,6
60995,18,18
5832,28,8
15736,18,18
23893,2,2
10513,27,27
34613,17,17
39625,8,8
100186,16,16
100359,11,11
91303,3,3
38644,19,19
111422,11,11
101617,8,8
114754,26,26
65769,20,20
50269,25,25
26718,17,17
25466,17,17
1518,8,8
18813,17,17
15239,17,17
16617,5,5
12524,23,23
40945,6,6
44517,8,8
26563,21,21
119823,3,3
54562,8,8
13076,8,8
17605,18,18
67858,17,17
56656,28,28
40313,28,28
36009,17,17
22621,28,28
21648,1,1
96658,3,3
13819,22,22
29182,17,17
65653,17,17
16822,14,14
38396,6,6
99954,17,17
38063,14,14
99783,8,8
71024,17,17
55857,21,21
79725,8,8
112284,17,17
25647,17,17
92123,6,6
101497,3,3
48820,2,17
17419,29,25
35459,17,29
100099,4,4
13441,26,26
52094,17,17
123996,0,0
67919,5,5
47489,8,8
4515,2,2
108124,0,0
38800,17,17
26291,18,18
6302,5,5
103007,26,26
91350,8,8
11405,29,29
27085,17,17
31493,28,28
98411,19,19
7842,23,23
61533,26,26
5401,27,27
113260,0,0
79984,17,17
802,8,8
14042,7,7
102409,17,17
76550,25,25
90885,8,8
82772,25,25
65388,8,8
13822,17,17
103973,3,3
213,8,8
90988,26,26
26397,1,1
61747,20,20
93521,11,11
